name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points,value_first_gw,team_strength,team_strength_overall_home,team_strength_overall_away,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away,season
Luka Milivojevic 134,Crystal Palace,81,MID,3,1,7,12,0,38,0,0,0,0,9,70,3.0,1130.0,1120.0,1080.0,1180.0,1040.0,1040.0,2019-20
Angelo Ogbonna 377,West Ham,81,DEF,2,0,7,4,0,44,1,0,0,0,0,45,2.0,1040.0,1030.0,1000.0,1030.0,1030.0,1150.0,2019-20
Matt Targett 309,Aston Villa,80,DEF,1,3,5,4,0,40,0,0,0,0,10,45,2.0,1020.0,1050.0,970.0,980.0,1000.0,1040.0,2019-20
Aaron Mooy 516,Brighton,80,MID,2,2,6,1,1,33,0,0,0,0,9,50,2.0,1050.0,1010.0,1100.0,1100.0,1040.0,1030.0,2019-20
Nathan Aké 59,Bournemouth,79,DEF,2,2,4,2,0,46,0,0,0,0,6,50,2.0,1020.0,1020.0,990.0,1030.0,1000.0,1050.0,2019-20
Aaron Cresswell 376,West Ham,79,DEF,3,0,5,7,0,51,0,0,0,0,5,50,2.0,1040.0,1030.0,1000.0,1030.0,1030.0,1150.0,2019-20
Etienne Capoue 373,Watford,78,MID,0,4,8,8,0,48,0,0,0,0,7,50,3.0,1030.0,1140.0,1120.0,1120.0,1020.0,1150.0,2019-20
Che Adams 437,Southampton,78,FWD,4,4,4,0,0,17,0,0,0,0,8,60,3.0,1150.0,1040.0,1080.0,1050.0,1110.0,1080.0,2019-20
Yerry Mina 142,Everton,78,DEF,2,1,5,3,0,37,1,0,0,0,8,55,3.0,1100.0,1240.0,1100.0,1210.0,1170.0,1180.0,2019-20
Joelinton Cássio Apolinário de Lira 466,Newcastle,78,FWD,2,2,9,7,0,46,0,0,0,0,3,60,3.0,1090.0,1100.0,1030.0,1040.0,980.0,990.0,2019-20
Phil Bardsley 86,Burnley,78,DEF,0,2,9,6,0,19,0,0,0,0,6,45,3.0,1110.0,1180.0,1130.0,1070.0,970.0,1110.0,2019-20
Davy Pröpper 54,Brighton,78,MID,1,2,6,4,0,46,1,0,0,0,2,50,2.0,1050.0,1010.0,1100.0,1100.0,1040.0,1030.0,2019-20
Kenny McLean 286,Norwich,77,MID,1,1,5,5,0,63,0,0,0,0,0,50,2.0,980.0,1020.0,1030.0,1040.0,990.0,990.0,2019-20
Erik Pieters 447,Burnley,77,DEF,0,5,6,2,0,35,0,0,0,0,10,45,3.0,1110.0,1180.0,1130.0,1070.0,970.0,1110.0,2019-20
Fabio Henrique Tavares 197,Liverpool,77,MID,2,3,6,6,0,26,0,0,0,0,8,55,5.0,1340.0,1350.0,1310.0,1320.0,1310.0,1330.0,2019-20
Craig Cathcart 358,Watford,77,DEF,0,0,9,7,0,37,0,0,0,0,3,45,3.0,1030.0,1140.0,1120.0,1120.0,1020.0,1150.0,2019-20
Joel Ward 126,Crystal Palace,77,DEF,0,1,7,4,0,36,0,0,0,0,8,45,3.0,1130.0,1120.0,1080.0,1180.0,1040.0,1040.0,2019-20
Pascal Groß 49,Brighton,76,MID,2,5,3,4,0,32,1,0,0,0,7,65,2.0,1050.0,1010.0,1100.0,1100.0,1040.0,1030.0,2019-20
Alex Oxlade-Chamberlain 193,Liverpool,76,MID,4,1,8,1,0,12,1,0,0,0,2,65,5.0,1340.0,1350.0,1310.0,1320.0,1310.0,1330.0,2019-20
Issa Diop 381,West Ham,76,DEF,3,1,4,8,0,54,0,0,0,0,3,45,2.0,1040.0,1030.0,1000.0,1030.0,1030.0,1150.0,2019-20
Pierre-Emile Højbjerg 325,Southampton,75,MID,0,3,7,5,0,51,0,0,0,0,1,50,3.0,1150.0,1040.0,1080.0,1050.0,1110.0,1080.0,2019-20
Ryan Bertrand 305,Southampton,75,DEF,1,1,7,3,1,52,0,0,0,0,0,50,3.0,1150.0,1040.0,1080.0,1050.0,1110.0,1080.0,2019-20
Scott McTominay 248,Man Utd,74,MID,3,2,3,2,0,20,0,0,0,0,6,50,4.0,1220.0,1300.0,1260.0,1330.0,1180.0,1260.0,2019-20
Ryan Fredericks 380,West Ham,74,DEF,0,3,7,7,0,39,0,0,0,0,7,45,2.0,1040.0,1030.0,1000.0,1030.0,1030.0,1150.0,2019-20
Benjamin Mendy 204,Man City,74,DEF,0,2,9,3,0,13,0,0,0,0,3,60,5.0,1330.0,1340.0,1260.0,1270.0,1320.0,1320.0,2019-20
Matt Ritchie 251,Newcastle,74,DEF,2,1,8,4,0,19,0,1,0,0,7,55,3.0,1090.0,1100.0,1030.0,1040.0,980.0,990.0,2019-20
Djibril Sidibé 511,Everton,74,DEF,0,4,5,3,0,30,0,0,0,0,10,55,3.0,1100.0,1240.0,1100.0,1210.0,1170.0,1180.0,2019-20
Isaac Hayden 271,Newcastle,73,MID,1,4,8,4,1,36,0,0,0,0,3,45,3.0,1090.0,1100.0,1030.0,1040.0,980.0,990.0,2019-20
Granit Xhaka 18,Arsenal,73,MID,1,2,10,10,0,31,0,0,0,0,2,55,4.0,1180.0,1240.0,1170.0,1170.0,1150.0,1200.0,2019-20
Ryan Fraser 75,Bournemouth,73,MID,1,5,4,2,0,34,0,0,0,0,2,75,2.0,1020.0,1020.0,990.0,1030.0,1000.0,1050.0,2019-20
Christian Kabasele 354,Watford,73,DEF,0,2,7,1,2,35,0,0,0,0,4,45,3.0,1030.0,1140.0,1120.0,1120.0,1020.0,1150.0,2019-20
Jamaal Lascelles 258,Newcastle,73,DEF,1,0,8,5,0,31,0,0,0,0,3,45,3.0,1090.0,1100.0,1030.0,1040.0,980.0,990.0,2019-20
Bernard Anício Caldeira Duarte 152,Everton,72,MID,3,2,9,2,0,12,0,0,0,0,6,65,3.0,1100.0,1240.0,1100.0,1210.0,1170.0,1180.0,2019-20
Mason Holgate 478,Everton,71,DEF,0,4,5,5,0,34,0,0,0,0,6,45,3.0,1100.0,1240.0,1100.0,1210.0,1170.0,1180.0,2019-20
Andriy Yarmolenko 392,West Ham,70,MID,5,1,3,2,0,17,0,0,0,0,10,60,2.0,1040.0,1030.0,1000.0,1030.0,1030.0,1150.0,2019-20
Gary Cahill 503,Crystal Palace,70,DEF,0,1,7,1,0,35,0,0,0,0,4,45,3.0,1130.0,1120.0,1080.0,1180.0,1040.0,1040.0,2019-20
Jack Cork 102,Burnley,70,MID,0,0,12,1,0,41,0,0,0,0,0,50,3.0,1110.0,1180.0,1130.0,1070.0,970.0,1110.0,2019-20
Moussa Sissoko 349,Spurs,69,MID,2,1,7,8,0,31,0,0,0,0,0,50,4.0,1180.0,1240.0,1100.0,1130.0,1200.0,1140.0,2019-20
Phil Foden 220,Man City,69,MID,5,2,4,0,0,7,0,0,0,0,4,55,5.0,1330.0,1340.0,1260.0,1270.0,1320.0,1320.0,2019-20
Dominic Solanke 69,Bournemouth,69,FWD,3,2,1,1,0,39,0,0,0,0,3,55,2.0,1020.0,1020.0,990.0,1030.0,1000.0,1050.0,2019-20
Philip Billing 476,Bournemouth,68,MID,1,1,5,8,0,41,0,0,0,0,5,50,2.0,1020.0,1020.0,990.0,1030.0,1000.0,1050.0,2019-20
Olivier Giroud 110,Chelsea,68,FWD,8,1,6,1,0,16,0,0,0,0,5,70,4.0,1220.0,1230.0,1240.0,1240.0,1220.0,1250.0,2019-20
Mateo Kovacic 432,Chelsea,68,MID,1,3,4,8,0,37,0,0,0,0,6,55,4.0,1220.0,1230.0,1240.0,1240.0,1220.0,1250.0,2019-20
Wesley Moraes 428,Aston Villa,67,FWD,5,1,6,3,0,31,0,1,0,0,7,60,2.0,1020.0,1050.0,970.0,980.0,1000.0,1040.0,2019-20
Jeff Hendrick 100,Burnley,67,MID,2,2,10,8,0,30,0,0,0,0,4,55,3.0,1110.0,1180.0,1130.0,1070.0,970.0,1110.0,2019-20
Alexander Tettey 289,Norwich,67,MID,1,1,5,5,0,44,0,0,0,0,3,45,2.0,980.0,1020.0,1030.0,1040.0,990.0,990.0,2019-20
Luke Shaw 226,Man Utd,67,DEF,0,0,8,7,0,15,0,0,0,0,2,55,4.0,1220.0,1300.0,1260.0,1330.0,1180.0,1260.0,2019-20
Felipe Anderson Pereira Gomes 390,West Ham,66,MID,1,4,7,1,0,27,0,0,0,0,1,70,2.0,1040.0,1030.0,1000.0,1030.0,1030.0,1150.0,2019-20
Maximillian Aarons 274,Norwich,66,DEF,0,2,5,7,0,71,0,0,0,0,3,45,2.0,980.0,1020.0,1030.0,1040.0,990.0,990.0,2019-20
Adam Masina 355,Watford,66,DEF,1,0,6,3,0,31,0,0,0,0,4,45,3.0,1030.0,1140.0,1120.0,1120.0,1020.0,1150.0,2019-20
Divock Origi 188,Liverpool,65,FWD,4,3,2,1,0,12,0,0,0,0,8,55,5.0,1340.0,1350.0,1310.0,1320.0,1310.0,1330.0,2019-20
Jefferson Lerma 82,Bournemouth,65,MID,1,2,4,11,1,49,0,0,0,0,2,50,2.0,1020.0,1020.0,990.0,1030.0,1000.0,1050.0,2019-20
Javier Manquillo 256,Newcastle,65,DEF,0,1,8,5,0,21,0,0,0,0,4,45,3.0,1090.0,1100.0,1030.0,1040.0,980.0,990.0,2019-20
David McGoldrick 303,Sheffield Utd,65,FWD,2,2,7,2,0,18,0,0,0,0,6,55,3.0,1180.0,1200.0,1170.0,1180.0,1050.0,1110.0,2019-20
Ilkay Gündogan 222,Man City,65,MID,2,1,7,7,0,28,0,1,0,0,4,55,5.0,1330.0,1340.0,1260.0,1270.0,1320.0,1320.0,2019-20
Ezri Konsa Ngoyo 452,Aston Villa,65,DEF,1,2,5,3,0,39,0,0,0,0,4,45,2.0,1020.0,1050.0,970.0,980.0,1000.0,1040.0,2019-20
Erik Lamela 346,Spurs,65,MID,2,5,5,3,0,12,0,0,0,0,2,60,4.0,1180.0,1240.0,1100.0,1130.0,1200.0,1140.0,2019-20
Jetro Willems 498,Newcastle,64,DEF,2,2,3,0,0,24,0,0,0,0,6,45,3.0,1090.0,1100.0,1030.0,1040.0,980.0,990.0,2019-20
Martin Kelly 128,Crystal Palace,64,DEF,0,1,6,0,0,16,0,0,0,0,4,40,3.0,1130.0,1120.0,1080.0,1180.0,1040.0,1040.0,2019-20
Davinson Sánchez 333,Spurs,64,DEF,0,2,4,6,0,37,0,0,0,0,4,55,4.0,1180.0,1240.0,1100.0,1130.0,1200.0,1140.0,2019-20
Kelechi Iheanacho 167,Leicester,64,FWD,5,4,3,1,0,9,0,0,0,0,7,60,3.0,1210.0,1160.0,1150.0,1080.0,1210.0,1100.0,2019-20
Dale Stephens 57,Brighton,63,MID,0,1,6,8,0,42,0,0,0,0,1,45,2.0,1050.0,1010.0,1100.0,1100.0,1040.0,1030.0,2019-20
Aymeric Laporte 202,Man City,63,DEF,1,0,8,1,0,5,0,0,0,0,0,65,5.0,1330.0,1340.0,1260.0,1270.0,1320.0,1320.0,2019-20
Theo Walcott 153,Everton,63,MID,2,4,4,1,0,19,0,0,0,0,1,65,3.0,1100.0,1240.0,1100.0,1210.0,1170.0,1180.0,2019-20
Antonio Rüdiger 104,Chelsea,63,DEF,2,0,5,3,0,24,1,0,0,0,5,60,4.0,1220.0,1230.0,1240.0,1240.0,1220.0,1250.0,2019-20
Shane Long 315,Southampton,62,FWD,2,3,5,0,0,20,0,0,0,0,4,50,3.0,1150.0,1040.0,1080.0,1050.0,1110.0,1080.0,2019-20
Martín Montoya 38,Brighton,62,DEF,0,1,6,5,0,32,0,0,0,0,3,45,2.0,1050.0,1010.0,1100.0,1100.0,1040.0,1030.0,2019-20
Frédéric Guilbert 458,Aston Villa,62,DEF,0,2,6,7,0,36,0,0,0,0,4,45,2.0,1020.0,1050.0,970.0,980.0,1000.0,1040.0,2019-20
Will Hughes 370,Watford,62,MID,1,1,5,9,0,46,0,0,0,0,3,55,3.0,1030.0,1140.0,1120.0,1120.0,1020.0,1150.0,2019-20
Jan Vertonghen 330,Spurs,62,DEF,1,1,4,2,0,24,0,0,0,0,5,55,4.0,1180.0,1240.0,1100.0,1130.0,1200.0,1140.0,2019-20
Kurt Zouma 459,Chelsea,62,DEF,0,0,7,6,0,37,1,0,0,0,2,50,4.0,1220.0,1230.0,1240.0,1240.0,1220.0,1250.0,2019-20
Craig Dawson 439,Watford,61,DEF,2,0,4,6,0,49,0,0,0,0,2,50,3.0,1030.0,1140.0,1120.0,1120.0,1020.0,1150.0,2019-20
Reece James 506,Chelsea,61,DEF,0,2,5,1,0,23,0,0,0,0,5,50,4.0,1220.0,1230.0,1240.0,1240.0,1220.0,1250.0,2019-20
Ashley Barnes 90,Burnley,61,FWD,6,0,8,4,0,21,0,0,0,0,6,65,3.0,1110.0,1180.0,1130.0,1070.0,970.0,1110.0,2019-20
Ross Barkley 117,Chelsea,61,MID,1,5,5,0,0,14,0,0,0,0,5,60,4.0,1220.0,1230.0,1240.0,1240.0,1220.0,1250.0,2019-20
Cédric Soares 486,Arsenal,61,DEF,1,1,4,1,0,20,0,0,0,0,3,50,4.0,1180.0,1240.0,1170.0,1170.0,1150.0,1200.0,2019-20
Roberto Pereyra 369,Watford,60,MID,3,0,5,4,0,27,0,0,0,0,0,60,3.0,1030.0,1140.0,1120.0,1120.0,1020.0,1150.0,2019-20
Andreas Pereira 246,Man Utd,60,MID,1,3,6,3,0,16,0,0,0,0,1,50,4.0,1220.0,1300.0,1260.0,1330.0,1180.0,1260.0,2019-20
Tom Davies 154,Everton,59,MID,1,1,5,8,0,34,0,0,0,0,3,55,3.0,1100.0,1240.0,1100.0,1210.0,1170.0,1180.0,2019-20
Tom Heaton 94,Aston Villa,59,GK,0,0,4,0,0,35,1,0,0,67,3,45,2.0,1020.0,1050.0,970.0,980.0,1000.0,1040.0,2019-20
Paulo Gazzaniga 341,Spurs,58,GK,0,0,2,1,0,26,0,0,1,59,6,45,4.0,1180.0,1240.0,1100.0,1130.0,1200.0,1140.0,2019-20
Billy Sharp 298,Sheffield Utd,57,FWD,3,2,4,1,1,10,0,0,0,0,9,60,3.0,1180.0,1200.0,1170.0,1180.0,1050.0,1110.0,2019-20
Pedro Lomba Neto 528,Wolves,57,MID,3,3,1,3,0,12,0,0,0,0,0,50,4.0,1230.0,1190.0,1180.0,1230.0,1200.0,1200.0,2019-20
N'Golo Kanté 119,Chelsea,57,MID,3,0,3,4,0,25,0,0,0,0,2,50,4.0,1220.0,1230.0,1240.0,1240.0,1220.0,1250.0,2019-20
Daniel Ceballos Fernández 469,Arsenal,57,MID,0,2,7,1,0,21,0,0,0,0,3,55,4.0,1180.0,1240.0,1170.0,1170.0,1150.0,1200.0,2019-20
Sokratis Papastathopoulos 5,Arsenal,57,DEF,2,0,4,6,0,25,0,0,0,0,5,50,4.0,1180.0,1240.0,1170.0,1170.0,1150.0,1200.0,2019-20
Fabian Schär 252,Newcastle,55,DEF,2,1,4,5,0,38,0,0,0,0,2,50,3.0,1090.0,1100.0,1030.0,1040.0,980.0,990.0,2019-20
Nemanja Matic 247,Man Utd,55,MID,0,2,10,2,0,13,0,0,0,0,2,50,4.0,1220.0,1300.0,1260.0,1330.0,1180.0,1260.0,2019-20
Seamus Coleman 144,Everton,55,DEF,0,1,5,3,1,29,0,0,0,0,2,55,3.0,1100.0,1240.0,1100.0,1210.0,1170.0,1180.0,2019-20
Sead Kolasinac 3,Arsenal,55,DEF,0,2,4,4,0,26,0,0,0,0,1,55,4.0,1180.0,1240.0,1170.0,1170.0,1150.0,1200.0,2019-20
Fernando Luiz Rosa 221,Man City,55,MID,0,1,10,7,2,27,1,0,0,0,1,55,5.0,1330.0,1340.0,1260.0,1270.0,1320.0,1320.0,2019-20
Dan Gosling 81,Bournemouth,54,MID,3,1,2,3,0,23,0,0,0,0,1,50,2.0,1020.0,1020.0,990.0,1030.0,1000.0,1050.0,2019-20
Dennis Praet 517,Leicester,54,MID,1,3,2,2,0,17,0,0,0,0,3,55,3.0,1210.0,1160.0,1150.0,1080.0,1210.0,1100.0,2019-20
Francisco Femenía Far 357,Watford,54,DEF,0,1,5,5,0,46,0,0,0,0,0,45,3.0,1030.0,1140.0,1120.0,1120.0,1020.0,1150.0,2019-20
Giovani Lo Celso 523,Spurs,54,MID,0,3,6,6,0,18,0,0,0,0,3,75,4.0,1180.0,1240.0,1100.0,1130.0,1200.0,1140.0,2019-20
Callum Hudson-Odoi 116,Chelsea,53,MID,1,5,2,1,0,14,0,0,0,0,3,60,4.0,1220.0,1230.0,1240.0,1240.0,1220.0,1250.0,2019-20
Mesut Özil 15,Arsenal,53,MID,1,3,5,1,0,20,0,0,0,0,1,75,4.0,1180.0,1240.0,1170.0,1170.0,1150.0,1200.0,2019-20
Moise Kean 496,Everton,53,FWD,2,2,1,1,0,15,0,0,0,0,5,70,3.0,1100.0,1240.0,1100.0,1210.0,1170.0,1180.0,2019-20
Harry Winks 347,Spurs,52,MID,0,0,6,9,0,31,0,0,0,0,0,55,4.0,1180.0,1240.0,1100.0,1130.0,1200.0,1140.0,2019-20
Steve Cook 58,Bournemouth,52,DEF,1,0,3,6,1,48,0,0,0,0,5,50,2.0,1020.0,1020.0,990.0,1030.0,1000.0,1050.0,2019-20
Onel Hernández 284,Norwich,52,MID,1,2,1,0,0,32,0,0,0,0,0,55,2.0,980.0,1020.0,1030.0,1040.0,990.0,990.0,2019-20
Naby Keita 196,Liverpool,52,MID,2,3,5,1,0,8,0,0,0,0,3,60,5.0,1340.0,1350.0,1310.0,1320.0,1310.0,1330.0,2019-20
Alex Iwobi 17,Everton,52,MID,1,0,4,0,0,30,0,0,0,0,2,60,3.0,1100.0,1240.0,1100.0,1210.0,1170.0,1180.0,2019-20
Jannik Vestergaard 304,Southampton,51,DEF,1,0,4,3,0,26,0,0,0,0,6,50,3.0,1150.0,1040.0,1080.0,1050.0,1110.0,1080.0,2019-20
Paul Pogba 238,Man Utd,51,MID,1,4,6,1,0,9,0,1,0,0,2,85,4.0,1220.0,1300.0,1260.0,1330.0,1180.0,1260.0,2019-20
Oriol Romeu Vidal 328,Southampton,51,MID,0,0,5,5,0,38,0,0,0,0,1,45,3.0,1150.0,1040.0,1080.0,1050.0,1110.0,1080.0,2019-20
Jeffrey Schlupp 137,Crystal Palace,51,MID,3,1,4,2,0,16,0,0,0,0,4,55,3.0,1130.0,1120.0,1080.0,1180.0,1040.0,1040.0,2019-20
Scott Dann 127,Crystal Palace,51,DEF,0,1,5,0,0,14,0,0,0,0,3,45,3.0,1130.0,1120.0,1080.0,1180.0,1040.0,1040.0,2019-20
Manuel Lanzini 391,West Ham,50,MID,0,3,2,1,0,30,0,0,0,0,3,65,2.0,1040.0,1030.0,1000.0,1030.0,1030.0,1150.0,2019-20
Frederico Rodrigues de Paula Santos 244,Man Utd,50,MID,0,0,6,8,0,26,0,0,0,0,0,55,4.0,1220.0,1300.0,1260.0,1330.0,1180.0,1260.0,2019-20
Oleksandr Zinchenko 206,Man City,49,DEF,0,0,6,0,1,15,0,0,0,0,1,55,5.0,1330.0,1340.0,1260.0,1270.0,1320.0,1320.0,2019-20
James Milner 200,Liverpool,49,MID,2,2,4,4,0,9,0,0,0,0,3,55,5.0,1340.0,1350.0,1310.0,1320.0,1310.0,1330.0,2019-20
Ciaran Clark 259,Newcastle,49,DEF,2,0,4,3,0,14,0,0,0,0,2,45,3.0,1090.0,1100.0,1030.0,1040.0,980.0,990.0,2019-20
Adam Smith 63,Bournemouth,49,DEF,0,1,4,7,0,40,0,0,0,0,3,45,2.0,1020.0,1020.0,990.0,1030.0,1000.0,1050.0,2019-20
Matteo Guendouzi 21,Arsenal,48,MID,0,2,3,6,0,31,0,0,0,0,2,45,4.0,1180.0,1240.0,1170.0,1170.0,1150.0,1200.0,2019-20
Matthew Lowton 85,Burnley,48,DEF,0,1,6,2,0,31,0,0,0,0,1,45,3.0,1110.0,1180.0,1130.0,1070.0,970.0,1110.0,2019-20
James Tomkins 124,Crystal Palace,48,DEF,1,1,3,5,0,23,0,0,0,0,4,50,3.0,1130.0,1120.0,1080.0,1180.0,1040.0,1040.0,2019-20
Christian Eriksen 343,Spurs,48,MID,2,2,1,5,0,18,0,0,0,0,6,90,4.0,1180.0,1240.0,1100.0,1130.0,1200.0,1140.0,2019-20
Fikayo Tomori 529,Chelsea,48,DEF,1,0,4,3,0,18,0,0,0,0,7,45,4.0,1220.0,1230.0,1240.0,1240.0,1220.0,1250.0,2019-20
Jamal Lewis 276,Norwich,48,DEF,1,0,3,4,0,56,0,0,0,0,3,45,2.0,980.0,1020.0,1030.0,1040.0,990.0,990.0,2019-20
Andros Townsend 135,Crystal Palace,48,MID,1,1,3,0,0,23,0,0,0,0,0,60,3.0,1130.0,1120.0,1080.0,1180.0,1040.0,1040.0,2019-20
Danny Rose 332,Newcastle,47,DEF,0,0,5,7,0,28,0,0,0,0,0,55,3.0,1090.0,1100.0,1030.0,1040.0,980.0,990.0,2019-20
Lucas Torreira 19,Arsenal,46,MID,1,1,3,7,0,23,0,0,0,0,0,50,4.0,1180.0,1240.0,1170.0,1170.0,1150.0,1200.0,2019-20
João Pedro Cavaco Cancelo 518,Man City,45,DEF,0,0,5,4,0,11,0,0,0,0,3,55,5.0,1330.0,1340.0,1260.0,1270.0,1320.0,1320.0,2019-20
Tanguy Ndombele 442,Spurs,45,MID,2,2,1,3,0,17,0,0,0,0,2,60,4.0,1180.0,1240.0,1100.0,1130.0,1200.0,1140.0,2019-20
Michael Obafemi 314,Southampton,45,FWD,3,2,3,1,0,12,0,0,0,0,2,50,3.0,1150.0,1040.0,1080.0,1050.0,1110.0,1080.0,2019-20
Shane Duffy 37,Brighton,44,DEF,1,0,3,2,0,18,0,0,0,0,1,50,2.0,1050.0,1010.0,1100.0,1100.0,1040.0,1030.0,2019-20
Sean Longstaff 270,Newcastle,44,MID,1,2,2,2,1,26,0,0,0,0,0,50,3.0,1090.0,1100.0,1030.0,1040.0,980.0,990.0,2019-20
Héctor Bellerín 2,Arsenal,44,DEF,1,0,4,2,0,18,0,0,0,0,4,55,4.0,1180.0,1240.0,1170.0,1170.0,1150.0,1200.0,2019-20
Paul Dummett 255,Newcastle,44,DEF,0,0,5,2,0,20,1,0,0,0,4,45,3.0,1090.0,1100.0,1030.0,1040.0,980.0,990.0,2019-20
Demarai Gray 175,Leicester,44,MID,2,4,1,1,0,6,0,1,0,0,0,55,3.0,1210.0,1160.0,1150.0,1080.0,1210.0,1100.0,2019-20
Marvelous Nakamba 491,Aston Villa,43,MID,0,0,1,5,0,37,0,0,0,0,0,45,2.0,1020.0,1050.0,970.0,980.0,1000.0,1040.0,2019-20
Shkodran Mustafi 1,Arsenal,43,DEF,0,2,4,2,0,17,0,0,0,0,2,55,4.0,1180.0,1240.0,1170.0,1170.0,1150.0,1200.0,2019-20
Christian Benteke 129,Crystal Palace,42,FWD,2,1,5,4,1,18,0,0,0,0,1,60,3.0,1130.0,1120.0,1080.0,1180.0,1040.0,1040.0,2019-20
Bjorn Engels 455,Aston Villa,42,DEF,1,0,3,1,0,32,0,0,0,0,4,45,2.0,1020.0,1050.0,970.0,980.0,1000.0,1040.0,2019-20
Kieran Tierney 515,Arsenal,42,DEF,1,2,2,2,0,16,0,0,0,0,4,55,4.0,1180.0,1240.0,1170.0,1170.0,1150.0,1200.0,2019-20
Calum Chambers 467,Arsenal,42,DEF,1,1,3,5,0,15,0,0,0,0,5,45,4.0,1180.0,1240.0,1170.0,1170.0,1150.0,1200.0,2019-20
Junior Stanislas 77,Bournemouth,42,MID,3,1,1,1,0,17,0,0,0,0,2,60,2.0,1020.0,1020.0,990.0,1030.0,1000.0,1050.0,2019-20
Ben Davies 329,Spurs,41,DEF,0,0,4,6,0,19,0,0,0,0,2,55,4.0,1180.0,1240.0,1100.0,1130.0,1200.0,1140.0,2019-20
Ainsley Maitland-Niles 4,Arsenal,41,DEF,0,2,3,4,1,22,0,0,0,0,3,50,4.0,1180.0,1240.0,1170.0,1170.0,1150.0,1200.0,2019-20
James McCarthy 157,Crystal Palace,41,MID,0,0,2,9,0,29,0,0,0,0,0,45,3.0,1130.0,1120.0,1080.0,1180.0,1040.0,1040.0,2019-20
Joseph Willock 490,Arsenal,41,MID,1,1,1,2,0,16,0,0,0,0,0,50,4.0,1180.0,1240.0,1170.0,1170.0,1150.0,1200.0,2019-20
Lewis Cook 79,Bournemouth,40,MID,0,1,2,5,0,30,0,0,0,0,0,50,2.0,1020.0,1020.0,990.0,1030.0,1000.0,1050.0,2019-20
Moussa Djenepo 438,Southampton,40,MID,2,2,2,4,1,14,0,0,0,0,3,55,3.0,1150.0,1040.0,1080.0,1050.0,1110.0,1080.0,2019-20
Fabián Balbuena 382,West Ham,40,DEF,1,0,3,2,0,24,0,0,0,0,3,45,2.0,1040.0,1030.0,1000.0,1030.0,1030.0,1150.0,2019-20
Andre Gray 364,Watford,39,FWD,2,1,0,1,0,17,0,0,0,0,2,60,3.0,1030.0,1140.0,1120.0,1120.0,1020.0,1150.0,2019-20
Matej Vydra 92,Burnley,39,FWD,2,1,5,0,0,7,0,0,0,0,3,55,3.0,1110.0,1180.0,1130.0,1070.0,970.0,1110.0,2019-20
André Filipe Tavares Gomes 422,Everton,39,MID,0,1,5,6,0,20,0,0,0,0,3,55,3.0,1100.0,1240.0,1100.0,1210.0,1170.0,1180.0,2019-20
Gabriel Teodoro Martinelli Silva 504,Arsenal,39,FWD,3,1,2,1,0,9,0,0,0,0,5,45,4.0,1180.0,1240.0,1170.0,1170.0,1150.0,1200.0,2019-20
Ahmed El Mohamady 22,Aston Villa,39,DEF,1,1,2,1,0,28,0,0,0,0,7,45,2.0,1020.0,1050.0,970.0,980.0,1000.0,1040.0,2019-20
Joel Matip 185,Liverpool,39,DEF,1,0,3,0,0,5,0,0,0,0,4,55,5.0,1340.0,1350.0,1310.0,1320.0,1310.0,1330.0,2019-20
Yves Bissouma 53,Brighton,39,MID,1,0,4,4,0,18,0,0,0,0,0,50,2.0,1050.0,1010.0,1100.0,1100.0,1040.0,1030.0,2019-20
Jack Stacey 446,Bournemouth,39,DEF,0,2,1,2,0,27,0,0,0,0,4,45,2.0,1020.0,1020.0,990.0,1030.0,1000.0,1050.0,2019-20
Danny Welbeck 512,Watford,39,FWD,2,1,1,0,0,15,0,0,0,0,3,60,3.0,1030.0,1140.0,1120.0,1120.0,1020.0,1150.0,2019-20
Marc Albrighton 174,Leicester,38,MID,0,3,3,2,0,11,0,0,0,0,1,55,3.0,1210.0,1160.0,1150.0,1080.0,1210.0,1100.0,2019-20
Ben Godfrey 273,Norwich,38,DEF,0,0,3,3,1,62,1,0,0,0,0,45,2.0,980.0,1020.0,1030.0,1040.0,990.0,990.0,2019-20
Solomon March 55,Brighton,38,MID,0,1,4,2,0,15,0,0,0,0,3,50,2.0,1050.0,1010.0,1100.0,1100.0,1040.0,1030.0,2019-20
Juan Mata 242,Man Utd,38,MID,0,2,4,1,0,8,0,0,0,0,2,65,4.0,1220.0,1300.0,1260.0,1330.0,1180.0,1260.0,2019-20
Emil Krafth 519,Newcastle,37,DEF,0,1,3,0,0,23,0,0,0,0,2,45,3.0,1090.0,1100.0,1030.0,1040.0,980.0,990.0,2019-20
Christian Atsu 267,Newcastle,37,MID,0,3,3,2,0,15,0,0,0,0,0,55,3.0,1090.0,1100.0,1030.0,1040.0,980.0,990.0,2019-20
Daryl Janmaat 359,Watford,36,DEF,0,1,4,1,0,5,1,0,0,0,7,45,3.0,1030.0,1140.0,1120.0,1120.0,1020.0,1150.0,2019-20
Eric Dier 350,Spurs,36,MID,0,2,3,5,0,23,0,0,0,0,0,50,4.0,1180.0,1240.0,1100.0,1130.0,1200.0,1140.0,2019-20
