Player,Country,Team,Assists,Season
Alan Judge,Ireland,Brentford FC,12,2015-2016
Clayton Donaldson,England,Birmingham City,11,2015-2016
Andre Gray,Jamaica,Burnley FC,11,2015-2016
Jóhann Guðmundsson,Iceland,Charlton Athletic,11,2015-2016
Chris Martin,Scotland,Derby County,9,2015-2016
Ross McCormack,Scotland,Fulham FC,9,2015-2016
Johnny Russell,Scotland,Derby County,9,2015-2016
Freddie Sears,England,Ipswich Town,9,2015-2016
Joe Bryan,England,Bristol City,8,2015-2016
Harry Bunn,England,Huddersfield Town,8,2015-2016
Sam Clucas,England,Hull City,8,2015-2016
Josh Murphy,England,Milton Keynes Dons,8,2015-2016
Oliver Norwood,Northern Ireland,Reading FC,8,2015-2016
David Nugent,England,Middlesbrough FC,8,2015-2016
Atdhe Nuhiu,Kosovo,Sheffield Wednesday,8,2015-2016
Hal Robson-Kanu,Wales,Reading FC,8,2015-2016
Ross Wallace,Scotland,Sheffield Wednesday,8,2015-2016
Danny Ward,England,Rotherham United,8,2015-2016
George Boyd,Scotland,Burnley FC,7,2015-2016
Fernando Forestieri,Italy,Sheffield Wednesday,7,2015-2016
James Henry,England,Wolverhampton Wanderers,7,2015-2016
David Jones,England,Burnley FC,7,2015-2016
Beram Kayal,Israel,Brighton & Hove Albion,7,2015-2016
Anthony Knockaert,France,Brighton & Hove Albion,7,2015-2016
Joe Ralls,England,Cardiff City,7,2015-2016
Peter Whittingham,England,Cardiff City,7,2015-2016
Mirco Antenucci,Italy,Leeds United,6,2015-2016
Scott Arfield,Canada,Burnley FC,6,2015-2016
Tom Cairney,England,Fulham FC,6,2015-2016
Samir Carruthers,Ireland,Milton Keynes Dons,6,2015-2016
Luke Chambers,England,Ipswich Town,6,2015-2016
David Cotterill,Wales,Birmingham City,6,2015-2016
Stuart Dallas,Northern Ireland,Leeds United,6,2015-2016
Moussa Dembélé,France,Fulham FC,6,2015-2016
Ahmed Elmohamady,Egypt,Hull City,6,2015-2016
Alejandro Faurlín,Argentina,Queens Park Rangers,6,2015-2016
Liam Feeney,England,Ipswich Town,6,2015-2016
Luke Freeman,England,Bristol City,6,2015-2016
Joe Garner,England,Preston North End,6,2015-2016
Tomer Hemed,Israel,Brighton & Hove Albion,6,2015-2016
Tom Ince,England,Derby County,6,2015-2016
Konstantin Kerschbaumer,Austria,Brentford FC,6,2015-2016
Massimo Luongo,Australia,Queens Park Rangers,6,2015-2016
Ryan Mendes,Cape Verde,Nottingham Forest,6,2015-2016
Jiří Skalák,Czech Republic,Brighton & Hove Albion,6,2015-2016
Robert Snodgrass,Scotland,Hull City,6,2015-2016
Charlie Taylor,England,Leeds United,6,2015-2016
Albert Adomah,Ghana,Middlesbrough FC,5,2015-2016
Jake Bidwell,England,Brentford FC,5,2015-2016
Craig Conway,Scotland,Blackburn Rovers,5,2015-2016
Mark Davies,England,Bolton Wanderers,5,2015-2016
Stewart Downing,England,Middlesbrough FC,5,2015-2016
Lee Frecklington,Ireland,Rotherham United,5,2015-2016
Paul Gallagher,Scotland,Preston North End,5,2015-2016
Jordan Graham,England,Wolverhampton Wanderers,5,2015-2016
James Husband,England,Middlesbrough FC,5,2015-2016
Yann Kermorgant,France,Reading FC,5,2015-2016
Henri Lansbury,England,Nottingham Forest,5,2015-2016
Dean Moxey,England,Bolton Wanderers,5,2015-2016
Joe Newell,England,Rotherham United,5,2015-2016
Ben Osborn,England,Nottingham Forest,5,2015-2016
Matthew Phillips,Scotland,Queens Park Rangers,5,2015-2016
Anthony Pilkington,Ireland,Cardiff City,5,2015-2016
Sebastian Polter,Germany,Queens Park Rangers,5,2015-2016
Jamie Ward,Northern Ireland,Nottingham Forest,5,2015-2016
Tony Watt,Scotland,Charlton Athletic,5,2015-2016
Tony Andreu,France,Rotherham United,4,2015-2016
Sam Baldock,England,Brighton & Hove Albion,4,2015-2016
Nick Blackman,Barbados,Reading FC,4,2015-2016
Tjaronn Chery,Suriname,Queens Park Rangers,4,2015-2016
Momo Diamé,Senegal,Hull City,4,2015-2016
Matt Doherty,Ireland,Wolverhampton Wanderers,4,2015-2016
Tom Huddlestone,England,Hull City,4,2015-2016
Adam Le Fondre,England,Wolverhampton Wanderers,4,2015-2016
Scott Malone,England,Cardiff City,4,2015-2016
Alex Mowatt,England,Leeds United,4,2015-2016
Daryl Murphy,Ireland,Ipswich Town,4,2015-2016
Jamie Murphy,Scotland,Brighton & Hove Albion,4,2015-2016
Jamie Paterson,England,Nottingham Forest,4,2015-2016
Andy Robertson,Scotland,Hull City,4,2015-2016
Sean Scannell,Ireland,Huddersfield Town,4,2015-2016
Sergi Canós,Spain,Brentford FC,4,2015-2016
Tommy Smith,England,Huddersfield Town,4,2015-2016
Dale Stephens,England,Brighton & Hove Albion,4,2015-2016
John Swift,England,Brentford FC,4,2015-2016
George Thorne,England,Derby County,4,2015-2016
Jon Toral,Spain,Birmingham City,4,2015-2016
Lasse Vigen,Denmark,Fulham FC,4,2015-2016
Sam Vokes,Wales,Burnley FC,4,2015-2016
Wellington Silva,Brazil,Bolton Wanderers,4,2015-2016
Nahki Wells,Bermuda,Huddersfield Town,4,2015-2016
Chris Wood,New Zealand,Leeds United,4,2015-2016
Sammy Ameobi,England,Cardiff City,3,2015-2016
Joey Barton,England,Burnley FC,3,2015-2016
Elliott Bennett,Jamaica,Bristol City,3,2015-2016
Nathan Byrne,England,Wolverhampton Wanderers,3,2015-2016
Cyrus Christie,Ireland,Derby County,3,2015-2016
Greg Cunningham,Ireland,Preston North End,3,2015-2016
Bobby De Cordova-Reid,Jamaica,Bristol City,3,2015-2016
Shane Duffy,Ireland,Blackburn Rovers,3,2015-2016
Diego Fabbrini,Italy,Middlesbrough FC,3,2015-2016
Fábio,Brazil,Cardiff City,3,2015-2016
Ryan Fraser,Scotland,Ipswich Town,3,2015-2016
George Friend,England,Middlesbrough FC,3,2015-2016
Stephen Gleeson,Ireland,Birmingham City,3,2015-2016
Robert Hall,England,Milton Keynes Dons,3,2015-2016
Jeff Hendrick,Ireland,Derby County,3,2015-2016
Clint Hill,England,Queens Park Rangers,3,2015-2016
Gary Hooper,England,Sheffield Wednesday,3,2015-2016
Emyr Huws,Wales,Huddersfield Town,3,2015-2016
Jonathan Kodjia,Ivory Coast,Bristol City,3,2015-2016
Tom Lawrence,Wales,Cardiff City,3,2015-2016
Grant Leadbitter,England,Middlesbrough FC,3,2015-2016
Eric Lichaj,USA,Nottingham Forest,3,2015-2016
Matthew Lowton,England,Burnley FC,3,2015-2016
Lucas João,Angola,Sheffield Wednesday,3,2015-2016
Ainsley Maitland-Niles,England,Ipswich Town,3,2015-2016
Simon Makienok,Denmark,Charlton Athletic,3,2015-2016
Jamie O'Hara,England,Fulham FC,3,2015-2016
James Perch,England,Queens Park Rangers,3,2015-2016
Brett Pitman,England,Ipswich Town,3,2015-2016
Daniel Pudil,Czech Republic,Sheffield Wednesday,3,2015-2016
Adam Reach,England,Preston North End,3,2015-2016
Jordan Rhodes,Scotland,Middlesbrough FC,3,2015-2016
Richard Smallwood,England,Rotherham United,3,2015-2016
Korey Smith,England,Bristol City,3,2015-2016
Tommy Smith,New Zealand,Ipswich Town,3,2015-2016
James Tarkowski,England,Burnley FC,3,2015-2016
Lee Tomlin,England,Bristol City,3,2015-2016
Lasse Vibe,Denmark,Brentford FC,3,2015-2016
Matěj Vydra,Czech Republic,Reading FC,3,2015-2016
Stephen Ward,Ireland,Burnley FC,3,2015-2016
Aaron Wilbraham,England,Bristol City,3,2015-2016
Richard Wood,England,Rotherham United,3,2015-2016
Chuba Akpom,England,Hull City,2,2015-2016
Álex López,Spain,Sheffield Wednesday,2,2015-2016
Luke Ayling,England,Bristol City,2,2015-2016
Barry Bannan,Scotland,Sheffield Wednesday,2,2015-2016
Yoann Barbet,France,Brentford FC,2,2015-2016
Gaetano Berardi,Switzerland,Leeds United,2,2015-2016
Zakarya Bergdich,Morocco,Charlton Athletic,2,2015-2016
Dexter Blackstock,Antigua & Barbuda,Nottingham Forest,2,2015-2016
Gaëtan Bong,Cameroon,Brighton & Hove Albion,2,2015-2016
Dean Bowditch,England,Milton Keynes Dons,2,2015-2016
Kirk Broadfoot,Scotland,Rotherham United,2,2015-2016
Kévin Bru,Mauritius,Ipswich Town,2,2015-2016
Bruno Saltor,Spain,Brighton & Hove Albion,2,2015-2016
Mustapha Carayol,Gambia,Middlesbrough FC,2,2015-2016
Tom Clarke,England,Preston North End,2,2015-2016
Jonson Clarke-Harris,England,Rotherham United,2,2015-2016
Conor Coady,England,Wolverhampton Wanderers,2,2015-2016
Maxime Colin,France,Brentford FC,2,2015-2016
Lewis Cook,England,Leeds United,2,2015-2016
Liam Cooper,Scotland,Leeds United,2,2015-2016
Kyle Dempsey,England,Huddersfield Town,2,2015-2016
Matt Derbyshire,England,Rotherham United,2,2015-2016
Souleymane Doukara,Senegal,Leeds United,2,2015-2016
David Edwards,Wales,Wolverhampton Wanderers,2,2015-2016
Leroy Fer,Netherlands,Queens Park Rangers,2,2015-2016
Aden Flint,England,Bristol City,2,2015-2016
Adam Forshaw,England,Middlesbrough FC,2,2015-2016
Jake Forster-Caskey,England,Milton Keynes Dons,2,2015-2016
Morgan Fox,Wales,Charlton Athletic,2,2015-2016
Sam Gallagher,England,Milton Keynes Dons,2,2015-2016
Scott Golbourne,England,Wolverhampton Wanderers,2,2015-2016
Matt Grimes,England,Blackburn Rovers,2,2015-2016
Chris Gunter,Wales,Reading FC,2,2015-2016
Adam Henley,Wales,Blackburn Rovers,2,2015-2016
Emile Heskey,England,Bolton Wanderers,2,2015-2016
Junior Hoilett,Canada,Queens Park Rangers,2,2015-2016
Chris Humphrey,Jamaica,Preston North End,2,2015-2016
Ola John,Netherlands,Reading FC,2,2015-2016
Bradley Johnson,England,Derby County,2,2015-2016
Daniel Johnson,Jamaica,Preston North End,2,2015-2016
Kenwyne Jones,Trinidad & Tobago,Cardiff City,2,2015-2016
Michael Keane,England,Burnley FC,2,2015-2016
Michael Kightly,England,Burnley FC,2,2015-2016
Matt Kilgallon,England,Blackburn Rovers,2,2015-2016
Jonas Knudsen,Denmark,Ipswich Town,2,2015-2016
Bengali-Fodé Koita,Guinea,Blackburn Rovers,2,2015-2016
Kieran Lee,England,Sheffield Wednesday,2,2015-2016
Darragh Lenihan,Ireland,Blackburn Rovers,2,2015-2016
Dean Lewington,England,Milton Keynes Dons,2,2015-2016
Jake Livermore,England,Hull City,2,2015-2016
Joe Lolley,England,Huddersfield Town,2,2015-2016
Lucas Piazón,Brazil,Reading FC,2,2015-2016
Michael Madl,Austria,Fulham FC,2,2015-2016
Jacques Maghoma,Congo DR,Birmingham City,2,2015-2016
Chris Maguire,Scotland,Rotherham United,2,2015-2016
Shaun Maloney,Scotland,Hull City,2,2015-2016
Dean Marney,England,Burnley FC,2,2015-2016
Joe Mattock,England,Rotherham United,2,2015-2016
Nicky Maynard,England,Milton Keynes Dons,2,2015-2016
Alan McCormack,Ireland,Brentford FC,2,2015-2016
Kevin McDonald,Scotland,Wolverhampton Wanderers,2,2015-2016
Michael Morrison,England,Birmingham City,2,2015-2016
Marco Motta,Italy,Charlton Athletic,2,2015-2016
Luke Murphy,England,Leeds United,2,2015-2016
Emilio N'Sue,Equatorial Guinea,Middlesbrough FC,2,2015-2016
Craig Noone,England,Cardiff City,2,2015-2016
Chris O'Grady,England,Nottingham Forest,2,2015-2016
Moses Odubajo,England,Hull City,2,2015-2016
Sheyi Ojo,England,Wolverhampton Wanderers,2,2015-2016
Marcus Olsson,Sweden,Derby County,2,2015-2016
Nedum Onuoha,England,Queens Park Rangers,2,2015-2016
Orlando Sá,Portugal,Reading FC,2,2015-2016
Marlon Pack,England,Bristol City,2,2015-2016
Scott Parker,England,Fulham FC,2,2015-2016
Stephen Quinn,Ireland,Reading FC,2,2015-2016
Gastón Ramírez,Uruguay,Middlesbrough FC,2,2015-2016
Liam Rosenior,England,Brighton & Hove Albion,2,2015-2016
Matt Smith,England,Fulham FC,2,2015-2016
Dániel Tőzsér,Hungary,Queens Park Rangers,2,2015-2016
Ryan Tunnicliffe,England,Fulham FC,2,2015-2016
Rajiv van La Parra,Netherlands,Wolverhampton Wanderers,2,2015-2016
Luke Varney,England,Ipswich Town,2,2015-2016
David Vaughan,Wales,Nottingham Forest,2,2015-2016
Grant Ward,England,Rotherham United,2,2015-2016
Stephen Warnock,England,Derby County,2,2015-2016
Dean Whitehead,England,Huddersfield Town,2,2015-2016
Daniel Williams,USA,Reading FC,2,2015-2016
Calum Woods,England,Preston North End,2,2015-2016
Ryan Woods,England,Brentford FC,2,2015-2016
Bobby Zamora,England,Brighton & Hove Albion,2,2015-2016
Hope Akpan,Nigeria,Blackburn Rovers,1,2015-2016
Sone Aluko,Nigeria,Hull City,1,2015-2016
Fernando Amorebieta,Venezuela,Middlesbrough FC,1,2015-2016
Gabriele Angella,Italy,Queens Park Rangers,1,2015-2016
Michail Antonio,Jamaica,Nottingham Forest,1,2015-2016
Charlie Austin,England,Queens Park Rangers,1,2015-2016
El-Hadji Ba,France,Charlton Athletic,1,2015-2016
Chris Baird,Northern Ireland,Fulham FC,1,2015-2016
Nathan Baker,England,Bristol City,1,2015-2016
Darren Bent,England,Derby County,1,2015-2016
Christophe Berra,Scotland,Ipswich Town,1,2015-2016
Ted Bishop,England,Ipswich Town,1,2015-2016
Flo Bojaj,Albania,Huddersfield Town,1,2015-2016
Jordan Botaka,Congo DR,Leeds United,1,2015-2016
Liam Bridcutt,Scotland,Leeds United,1,2015-2016
Alan Browne,Ireland,Preston North End,1,2015-2016
Dan Burn,England,Fulham FC,1,2015-2016
Jacob Butterfield,England,Huddersfield Town,1,2015-2016
David Button,England,Brentford FC,1,2015-2016
Sam Byram,England,Leeds United,1,2015-2016
Paul Caddis,Scotland,Birmingham City,1,2015-2016
Casado,Spain,Bolton Wanderers,1,2015-2016
Simon Church,Wales,Milton Keynes Dons,1,2015-2016
Adam Clayton,England,Middlesbrough FC,1,2015-2016
Danny Collins,Wales,Rotherham United,1,2015-2016
Matthew Connolly,England,Cardiff City,1,2015-2016
Jordan Cousins,England,Charlton Athletic,1,2015-2016
Simon Cox,Ireland,Reading FC,1,2015-2016
Andrew Crofts,Wales,Brighton & Hove Albion,1,2015-2016
Daniel Ayala,Spain,Middlesbrough FC,1,2015-2016
Tendayi Darikwa,Zimbabwe,Burnley FC,1,2015-2016
Curtis Davies,England,Hull City,1,2015-2016
David Davis,England,Birmingham City,1,2015-2016
Ritchie De Laet,Belgium,Middlesbrough FC,1,2015-2016
Harlee Dean,England,Brentford FC,1,2015-2016
Dorian Dervite,France,Bolton Wanderers,1,2015-2016
Toumani Diagouraga,France,Leeds United,1,2015-2016
Nouha Dicko,Mali,Wolverhampton Wanderers,1,2015-2016
Kagisho Dikgacoi,South Africa,Cardiff City,1,2015-2016
Adama Diomandé,Norway,Hull City,1,2015-2016
Marco Djuričin,Austria,Brentford FC,1,2015-2016
Jonathan Douglas,Ireland,Ipswich Town,1,2015-2016
Eoin Doyle,Ireland,Preston North End,1,2015-2016
Lewis Dunk,England,Brighton & Hove Albion,1,2015-2016
Nasser El Khayati,Netherlands,Queens Park Rangers,1,2015-2016
Joshua Emmanuel,England,Ipswich Town,1,2015-2016
Tom Field,Ireland,Brentford FC,1,2015-2016
Kevin Foley,Ireland,Ipswich Town,1,2015-2016
Craig Forsyth,Scotland,Derby County,1,2015-2016
Ryan Fredericks,England,Fulham FC,1,2015-2016
Luke Garbutt,England,Fulham FC,1,2015-2016
Gary Gardner,England,Nottingham Forest,1,2015-2016
Reza Ghoochannejhad,Iran,Charlton Athletic,1,2015-2016
Ben Gladwin,England,Queens Park Rangers,1,2015-2016
Karlan Grant,England,Charlton Athletic,1,2015-2016
Demarai Gray,Jamaica,Birmingham City,1,2015-2016
Paul Green,Ireland,Rotherham United,1,2015-2016
Robert Green,England,Queens Park Rangers,1,2015-2016
Aron Gunnarsson,Iceland,Cardiff City,1,2015-2016
Grant Hanley,Scotland,Blackburn Rovers,1,2015-2016
Jamie Hanson,England,Derby County,1,2015-2016
Callum Harriott,England,Charlton Athletic,1,2015-2016
Kadeem Harris,England,Cardiff City,1,2015-2016
Jérémy Helan,France,Wolverhampton Wanderers,1,2015-2016
Abel Hernández,Uruguay,Hull City,1,2015-2016
Tareiq Holmes-Dennis,England,Charlton Athletic,1,2015-2016
Mark Hudson,England,Huddersfield Town,1,2015-2016
Jack Hunt,England,Sheffield Wednesday,1,2015-2016
Paul Huntington,England,Preston North End,1,2015-2016
Lex Immers,Netherlands,Cardiff City,1,2015-2016
Dominic Iorfa,England,Wolverhampton Wanderers,1,2015-2016
Simeon Jackson,Canada,Blackburn Rovers,1,2015-2016
Nikica Jelavić,Croatia,Hull City,1,2015-2016
Jordi Gómez,Spain,Blackburn Rovers,1,2015-2016
Stephen Kelly,Ireland,Rotherham United,1,2015-2016
Myles Kenlock,England,Ipswich Town,1,2015-2016
Richard Keogh,Ireland,Derby County,1,2015-2016
Kike García,Spain,Middlesbrough FC,1,2015-2016
Paul Konchesky,England,Queens Park Rangers,1,2015-2016
Tom Lees,England,Sheffield Wednesday,1,2015-2016
Harry Lennon,England,Charlton Athletic,1,2015-2016
Mark Little,England,Bristol City,1,2015-2016
Ademola Lookman,Nigeria,Charlton Athletic,1,2015-2016
Jason Lowe,England,Blackburn Rovers,1,2015-2016
Kazenga LuaLua,England,Brighton & Hove Albion,1,2015-2016
Gary Madine,England,Bolton Wanderers,1,2015-2016
Harry Maguire,England,Hull City,1,2015-2016
Solly March,England,Brighton & Hove Albion,1,2015-2016
Ben Marshall,England,Blackburn Rovers,1,2015-2016
Joe Mason,Ireland,Wolverhampton Wanderers,1,2015-2016
Adam Matthews,Wales,Bristol City,1,2015-2016
Stevie May,Scotland,Preston North End,1,2015-2016
Kyle McFadzean,England,Milton Keynes Dons,1,2015-2016
David McGoldrick,Ireland,Ipswich Town,1,2015-2016
Ben Mee,England,Burnley FC,1,2015-2016
David Meyler,Ireland,Hull City,1,2015-2016
Matt Mills,England,Nottingham Forest,1,2015-2016
Sean Morrison,England,Cardiff City,1,2015-2016
Stuart O'Keefe,England,Cardiff City,1,2015-2016
Jordan Obita,England,Reading FC,1,2015-2016
Liam Palmer,Scotland,Sheffield Wednesday,1,2015-2016
Pinillos,Spain,Nottingham Forest,1,2015-2016
Darren Potter,Ireland,Milton Keynes Dons,1,2015-2016
Daniel Powell,England,Milton Keynes Dons,1,2015-2016
Darren Pratley,England,Bolton Wanderers,1,2015-2016
Tim Ream,USA,Fulham FC,1,2015-2016
Ben Reeves,Northern Ireland,Milton Keynes Dons,1,2015-2016
Ricardo Vaz Tê,Portugal,Charlton Athletic,1,2015-2016
Jazz Richards,Wales,Fulham FC,1,2015-2016
Jason Shackell,England,Derby County,1,2015-2016
Andrew Shinnie,Scotland,Rotherham United,1,2015-2016
Steven Sidwell,England,Brighton & Hove Albion,1,2015-2016
Chris Solly,England,Charlton Athletic,1,2015-2016
Jason Steele,England,Blackburn Rovers,1,2015-2016
Cristhian Stuani,Uruguay,Middlesbrough FC,1,2015-2016
Andrew Taylor,England,Reading FC,1,2015-2016
Chris Taylor,England,Blackburn Rovers,1,2015-2016
Matthew Taylor,England,Burnley FC,1,2015-2016
Robert Tesche,Germany,Nottingham Forest,1,2015-2016
Harry Toffolo,England,Rotherham United,1,2015-2016
Fredrik Ulvestad,Norway,Burnley FC,1,2015-2016
James Vaughan,England,Huddersfield Town,1,2015-2016
Josh Vela,England,Bolton Wanderers,1,2015-2016
Marnick Vermijl,Belgium,Preston North End,1,2015-2016
Igor Vetokele,Angola,Charlton Athletic,1,2015-2016
Jelle Vossen,Belgium,Burnley FC,1,2015-2016
Keiren Westwood,Ireland,Sheffield Wednesday,1,2015-2016
Derrick Williams,Ireland,Bristol City,1,2015-2016
Jonny Williams,Wales,Nottingham Forest,1,2015-2016
Mike Williamson,England,Wolverhampton Wanderers,1,2015-2016
James Wilson,England,Brighton & Hove Albion,1,2015-2016
Lawrie Wilson,England,Bolton Wanderers,1,2015-2016
Cauley Woodrow,England,Fulham FC,1,2015-2016
Kaiyne Woolery,England,Bolton Wanderers,1,2015-2016
Scott Wootton,England,Leeds United,1,2015-2016
Conor Hourihane,Ireland,Barnsley FC,14,2016-2017
Albert Adomah,Ghana,Aston Villa,10,2016-2017
Sone Aluko,Nigeria,Fulham FC,10,2016-2017
Tom Cairney,England,Fulham FC,10,2016-2017
Wes Hoolahan,Ireland,Norwich City,10,2016-2017
Paul Gallagher,Scotland,Preston North End,9,2016-2017
Tom Lawrence,Wales,Ipswich Town,9,2016-2017
Garath McCleary,Jamaica,Reading FC,9,2016-2017
Marley Watkins,Wales,Barnsley FC,9,2016-2017
Hélder Costa,Angola,Wolverhampton Wanderers,8,2016-2017
Stefan Johansen,Norway,Fulham FC,8,2016-2017
Anthony Knockaert,France,Brighton & Hove Albion,8,2016-2017
Aiden McGeady,Ireland,Preston North End,8,2016-2017
Pablo Hernández,Spain,Leeds United,8,2016-2017
Romaine Sawyers,St. Kitts & Nevis,Brentford FC,8,2016-2017
Jonjo Shelvey,England,Newcastle United,8,2016-2017
Tommy Smith,England,Huddersfield Town,8,2016-2017
Floyd Ayité,Togo,Fulham FC,7,2016-2017
Barry Bannan,Scotland,Sheffield Wednesday,7,2016-2017
Jonny Howson,England,Norwich City,7,2016-2017
Cameron Jerome,Grenada,Norwich City,7,2016-2017
Aaron Mooy,Australia,Huddersfield Town,7,2016-2017
Jacob Murphy,England,Norwich City,7,2016-2017
Ben Osborn,England,Nottingham Forest,7,2016-2017
Alex Pritchard,England,Norwich City,7,2016-2017
Matt Ritchie,Scotland,Newcastle United,7,2016-2017
Kemar Roofe,Jamaica,Leeds United,7,2016-2017
Lasse Vibe,Denmark,Brentford FC,7,2016-2017
Peter Whittingham,England,Cardiff City,7,2016-2017
Ayoze Pérez,Spain,Newcastle United,6,2016-2017
David Cotterill,Wales,Bristol City,6,2016-2017
Greg Cunningham,Ireland,Preston North End,6,2016-2017
Marvin Emnes,Netherlands,Blackburn Rovers,6,2016-2017
Tom Ince,England,Derby County,6,2016-2017
Konstantin Kerschbaumer,Austria,Brentford FC,6,2016-2017
Ben Marshall,England,Wolverhampton Wanderers,6,2016-2017
Aleksandar Mitrović,Serbia,Newcastle United,6,2016-2017
Max Power,England,Wigan Athletic,6,2016-2017
Ross Wallace,Scotland,Sheffield Wednesday,6,2016-2017
Izzy Brown,England,Rotherham United,5,2016-2017
Craig Conway,Scotland,Blackburn Rovers,5,2016-2017
Fernando Forestieri,Italy,Sheffield Wednesday,5,2016-2017
Ryan Fredericks,England,Fulham FC,5,2016-2017
Liam Kelly,Ireland,Reading FC,5,2016-2017
Sean Morrison,England,Cardiff City,5,2016-2017
Josh Murphy,England,Norwich City,5,2016-2017
Glenn Murray,England,Brighton & Hove Albion,5,2016-2017
Gary O'Neil,England,Bristol City,5,2016-2017
Jota Peleteiro,Spain,Brentford FC,5,2016-2017
Jiří Skalák,Czech Republic,Brighton & Hove Albion,5,2016-2017
Cole Skuse,England,Ipswich Town,5,2016-2017
Matty Taylor,England,Bristol City,5,2016-2017
Lee Tomlin,England,Bristol City,5,2016-2017
DeAndre Yedlin,USA,Newcastle United,5,2016-2017
Kenneth Zohoré,Denmark,Cardiff City,5,2016-2017
Adam Armstrong,England,Newcastle United,4,2016-2017
Jordan Ayew,Ghana,Aston Villa,4,2016-2017
Sam Baldock,England,Brighton & Hove Albion,4,2016-2017
Gaëtan Bong,Cameroon,Brighton & Hove Albion,4,2016-2017
Robbie Brady,Ireland,Norwich City,4,2016-2017
John Brayford,England,Burton Albion,4,2016-2017
Bruno Saltor,Spain,Brighton & Hove Albion,4,2016-2017
Matt Doherty,Ireland,Wolverhampton Wanderers,4,2016-2017
Liam Feeney,England,Blackburn Rovers,4,2016-2017
Yoan Gouffran,France,Newcastle United,4,2016-2017
Danny Graham,England,Blackburn Rovers,4,2016-2017
Kadeem Harris,England,Cardiff City,4,2016-2017
Tomer Hemed,Israel,Brighton & Hove Albion,4,2016-2017
Junior Hoilett,Canada,Cardiff City,4,2016-2017
Ivan Cavaleiro,Portugal,Wolverhampton Wanderers,4,2016-2017
Ivo Pinto,Portugal,Norwich City,4,2016-2017
Michael Jacobs,England,Wigan Athletic,4,2016-2017
Lucas Piazón,Brazil,Fulham FC,4,2016-2017
Lewis MacLeod,Scotland,Brentford FC,4,2016-2017
Simon Makienok,Denmark,Preston North End,4,2016-2017
Josh McEachran,England,Brentford FC,4,2016-2017
Jordan Obita,England,Reading FC,4,2016-2017
Adam Reach,England,Sheffield Wednesday,4,2016-2017
Callum Robinson,Ireland,Preston North End,4,2016-2017
Johnny Russell,Scotland,Derby County,4,2016-2017
Hadi Sacko,Mali,Leeds United,4,2016-2017
Freddie Sears,England,Ipswich Town,4,2016-2017
John Swift,England,Reading FC,4,2016-2017
Lasse Vigen,Denmark,Fulham FC,4,2016-2017
Jamie Ward,Northern Ireland,Nottingham Forest,4,2016-2017
Chris Wood,New Zealand,Leeds United,4,2016-2017
Ryan Woods,England,Brentford FC,4,2016-2017
Paweł Wszołek,Poland,Queens Park Rangers,4,2016-2017
Nico Yennaris,China,Brentford FC,4,2016-2017
Tammy Abraham,England,Bristol City,3,2016-2017
Ché Adams,Scotland,Birmingham City,3,2016-2017
Ikechi Anya,Scotland,Derby County,3,2016-2017
Christian Atsu,Ghana,Newcastle United,3,2016-2017
Luke Ayling,England,Leeds United,3,2016-2017
Chris Baird,Northern Ireland,Derby County,3,2016-2017
Tom Barkhuizen,England,Preston North End,3,2016-2017
Jón Böðvarsson,Iceland,Wolverhampton Wanderers,3,2016-2017
Ben Brereton,Chile,Nottingham Forest,3,2016-2017
Joe Bryan,England,Bristol City,3,2016-2017
Jacob Butterfield,England,Derby County,3,2016-2017
Tjaronn Chery,Suriname,Queens Park Rangers,3,2016-2017
Josh Clarke,England,Brentford FC,3,2016-2017
Stuart Dallas,Northern Ireland,Leeds United,3,2016-2017
Harlee Dean,England,Brentford FC,3,2016-2017
Momo Diamé,Senegal,Newcastle United,3,2016-2017
Nouha Dicko,Mali,Wolverhampton Wanderers,3,2016-2017
Lloyd Dyer,England,Burton Albion,3,2016-2017
Corry Evans,Northern Ireland,Blackburn Rovers,3,2016-2017
Anthony Forde,Ireland,Rotherham United,3,2016-2017
Danny Fox,Scotland,Nottingham Forest,3,2016-2017
Luke Freeman,England,Queens Park Rangers,3,2016-2017
Lewis Grabban,Jamaica,Reading FC,3,2016-2017
Jonathan Grounds,England,Birmingham City,3,2016-2017
Aron Gunnarsson,Iceland,Cardiff City,3,2016-2017
Chris Gunter,Wales,Reading FC,3,2016-2017
Greg Halford,England,Rotherham United,3,2016-2017
Scott Hogan,Ireland,Brentford FC,3,2016-2017
Gary Hooper,England,Sheffield Wednesday,3,2016-2017
Daryl Horgan,Ireland,Preston North End,3,2016-2017
Will Hughes,England,Derby County,3,2016-2017
Jordan Hugill,England,Preston North End,3,2016-2017
Daniel Johnson,Jamaica,Preston North End,3,2016-2017
Lukas Jutkiewicz,England,Birmingham City,3,2016-2017
Yann Kermorgant,France,Reading FC,3,2016-2017
Henri Lansbury,England,Nottingham Forest,3,2016-2017
Chris Löwe,Germany,Huddersfield Town,3,2016-2017
Massimo Luongo,Australia,Queens Park Rangers,3,2016-2017
Connor Mahoney,England,Blackburn Rovers,3,2016-2017
Scott Malone,England,Fulham FC,3,2016-2017
Kevin McDonald,Scotland,Fulham FC,3,2016-2017
David McGoldrick,Ireland,Ipswich Town,3,2016-2017
Michael Morrison,England,Birmingham City,3,2016-2017
Sam Morsy,Egypt,Wigan Athletic,3,2016-2017
John Mousinho,England,Burton Albion,3,2016-2017
